Number,Name,Type 1,Type 2,Abilities,HP,Att,Def,Spa,Spd,Spe,BST,Mean,Standard Deviation,Generation,Experience type,Experience to level 100,Final Evolution,Catch Rate,Legendary,Mega Evolution,Alolan Form,Galarian Form,Against Normal,Against Fire,Against Water,Against Electric,Against Grass,Against Ice,Against Fighting,Against Poison,Against Ground,Against Flying,Against Psychic,Against Bug,Against Rock,Against Ghost,Against Dragon,Against Dark,Against Steel,Against Fairy
668,Pyroar,Fire,Normal,"['Moxie', 'Rivalry', 'Unnerve']",86,68,72,109,66,106,507,84.5,17.4904736,6,Medium Slow,1059860,1,65,0,0,0,0,1,0.5,2,1,0.5,0.5,2,1,2,1,1,0.5,2,0,1,1,0.5,0.5
669,Flabébé,Fairy,,"['Flower Veil', 'Symbiosis']",44,38,39,61,79,42,303,50.5,14.86326568,6,Medium Fast,1000000,0,225,0,0,0,0,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
670,Floette,Fairy,,"['Flower Veil', 'Symbiosis']",54,45,47,75,98,52,371,61.83333333,18.89811866,6,Medium Fast,1000000,0,120,0,0,0,0,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
671,Florges,Fairy,,"['Flower Veil', 'Symbiosis']",78,65,68,112,154,75,552,92,31.7122479,6,Medium Fast,1000000,1,45,0,0,0,0,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
672,Skiddo,Grass,,"['Grass Pelt', 'Sap Sipper']",66,65,48,62,57,52,350,58.33333333,6.649979114,6,Medium Fast,1000000,0,200,0,0,0,0,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
673,Gogoat,Grass,,"['Grass Pelt', 'Sap Sipper']",123,100,62,97,81,68,531,88.5,20.71030339,6,Medium Fast,1000000,1,45,0,0,0,0,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
674,Pancham,Fighting,,"['Iron Fist', 'Mold Breaker', 'Scrappy']",67,82,62,46,48,43,348,58,13.79613472,6,Medium Fast,1000000,0,220,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
675,Pangoro,Fighting,Dark,"['Iron Fist', 'Mold Breaker', 'Scrappy']",95,124,78,69,71,58,495,82.5,21.65448375,6,Medium Fast,1000000,1,65,0,0,0,0,1,1,1,1,1,1,2,1,1,2,0,1,0.5,0.5,1,0.25,1,4
676,Furfrou,Normal,,['Fur Coat'],75,80,60,65,90,102,472,78.66666667,14.27896666,6,Medium Fast,1000000,1,160,0,0,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
677,Espurr,Psychic,,"['Infiltrator', 'Keen Eye', 'Own Tempo']",62,48,54,63,60,68,355,59.16666667,6.491447365,6,Medium Fast,1000000,0,190,0,0,0,0,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
678,Meowstic,Psychic,,"['Infiltrator', 'Keen Eye', 'Prankster']",74,48,76,83,81,104,466,77.66666667,16.47894279,6,Medium Fast,1000000,1,75,0,0,0,0,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
679,Honedge,Steel,Ghost,['No Guard'],45,80,100,35,37,28,325,54.16666667,26.4538382,6,Medium Fast,1000000,0,180,0,0,0,0,0,2,1,1,0.5,0.5,0,0,2,0.5,0.5,0.25,0.5,2,0.5,2,0.5,0.5
680,Doublade,Steel,Ghost,['No Guard'],59,110,150,45,49,35,448,74.66666667,41.39511512,6,Medium Fast,1000000,0,90,0,0,0,0,0,2,1,1,0.5,0.5,0,0,2,0.5,0.5,0.25,0.5,2,0.5,2,0.5,0.5
681,Aegislash Shield Form,Steel,Ghost,['Stance Change'],50,70,140,70,140,60,530,88.33333333,37.15582802,6,Medium Fast,1000000,0,45,0,0,0,0,0,2,1,1,0.5,0.5,0,0,2,0.5,0.5,0.25,0.5,2,0.5,2,0.5,0.5
681,Aegislash Blade Form,Steel,Ghost,['Stance Change'],50,140,70,140,70,60,530,88.33333333,37.15582802,6,Medium Fast,1000000,0,45,0,0,0,0,0,2,1,1,0.5,0.5,0,0,2,0.5,0.5,0.25,0.5,2,0.5,2,0.5,0.5
682,Spritzee,Fairy,,"['Aroma Veil', 'Healer']",78,52,60,63,65,23,341,56.83333333,16.98447003,6,Medium Fast,1000000,0,200,0,0,0,0,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
683,Aromatisse,Fairy,,"['Aroma Veil', 'Healer']",101,72,72,99,89,29,462,77,24.35159132,6,Medium Fast,1000000,1,140,0,0,0,0,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
684,Swirlix,Fairy,,"['Sweet Veil', 'Unburden']",62,48,66,59,57,49,341,56.83333333,6.517071599,6,Medium Fast,1000000,0,200,0,0,0,0,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
685,Slurpuff,Fairy,,"['Sweet Veil', 'Unburden']",82,80,86,85,75,72,480,80,5.066228051,6,Medium Fast,1000000,1,140,0,0,0,0,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
686,Inkay,Dark,Psychic,"['Contrary', 'Infiltrator', 'Suction Cups']",53,54,53,37,46,45,288,48,6.055300708,6,Medium Fast,1000000,0,190,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,4,1,1,1,1,1,2
687,Malamar,Dark,Psychic,"['Contrary', 'Infiltrator', 'Suction Cups']",86,92,88,68,75,73,482,80.33333333,8.768630959,6,Medium Fast,1000000,1,80,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,4,1,1,1,1,1,2
688,Binacle,Rock,Water,"['Pickpocket', 'Sniper', 'Tough Claws']",42,52,67,39,56,50,306,51,9.201449161,6,Medium Fast,1000000,0,120,0,0,0,0,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1
689,Barbaracle,Rock,Water,"['Pickpocket', 'Sniper', 'Tough Claws']",72,105,115,54,86,68,500,83.33333333,21.22629397,6,Medium Fast,1000000,1,45,0,0,0,0,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1
690,Skrelp,Poison,Water,"['Adaptability', 'Poison Point', 'Poison Touch']",50,60,60,60,60,30,320,53.33333333,11.05541597,6,Medium Fast,1000000,0,225,0,0,0,0,1,0.5,0.5,2,1,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,0.5
691,Dragalge,Poison,Dragon,"['Adaptability', 'Poison Point', 'Poison Touch']",65,75,90,97,123,44,494,82.33333333,25.00444405,6,Medium Fast,1000000,1,55,0,0,0,0,1,0.5,0.5,0.5,0.25,2,0.5,0.5,2,1,2,0.5,1,1,2,1,1,1
692,Clauncher,Water,,['Mega Launcher'],50,53,62,58,63,44,330,55,6.733003292,6,Slow,1250000,0,225,0,0,0,0,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
693,Clawitzer,Water,,['Mega Launcher'],71,73,88,120,89,59,500,83.33333333,19.36204764,6,Slow,1250000,1,55,0,0,0,0,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
694,Helioptile,Electric,Normal,"['Dry Skin', 'Sand Veil', 'Solar Power']",44,38,33,61,43,70,289,48.16666667,13.03094607,6,Medium Fast,1000000,0,190,0,0,0,0,1,1,1,0.5,1,1,2,1,2,0.5,1,1,1,0,1,1,0.5,1
695,Heliolisk,Electric,Normal,"['Dry Skin', 'Sand Veil', 'Solar Power']",62,55,52,109,94,109,481,80.16666667,24.53172549,6,Medium Fast,1000000,1,75,0,0,0,0,1,1,1,0.5,1,1,2,1,2,0.5,1,1,1,0,1,1,0.5,1
696,Tyrunt,Rock,Dragon,"['Strong Jaw', 'Sturdy']",58,89,77,45,45,48,362,60.33333333,16.96728879,6,Medium Fast,1000000,0,45,0,0,0,0,0.5,0.25,1,0.5,1,2,2,0.5,2,0.5,1,1,1,1,2,1,2,2
697,Tyrantrum,Rock,Dragon,"['Rock Head', 'Strong Jaw']",82,121,119,69,59,71,521,86.83333333,24.38863579,6,Medium Fast,1000000,1,45,0,0,0,0,0.5,0.25,1,0.5,1,2,2,0.5,2,0.5,1,1,1,1,2,1,2,2
698,Amaura,Rock,Ice,"['Refrigerate', 'Snow Warning']",77,59,50,67,63,46,362,60.33333333,10.35481638,6,Medium Fast,1000000,0,45,0,0,0,0,0.5,1,2,1,2,0.5,4,0.5,2,0.5,1,1,2,1,1,1,4,1
699,Aurorus,Rock,Ice,"['Refrigerate', 'Snow Warning']",123,77,72,99,92,58,521,86.83333333,20.93972832,6,Medium Fast,1000000,1,45,0,0,0,0,0.5,1,2,1,2,0.5,4,0.5,2,0.5,1,1,2,1,1,1,4,1
700,Sylveon,Fairy,,"['Cute Charm', 'Pixilate']",95,65,65,110,130,60,525,87.5,26.25991876,6,Medium Fast,1000000,1,45,0,0,0,0,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
701,Hawlucha,Fighting,Flying,"['Limber', 'Mold Breaker', 'Unburden']",78,92,75,74,63,118,500,83.33333333,17.67924081,6,Medium Fast,1000000,1,100,0,0,0,0,1,1,1,2,0.5,2,0.5,1,0,2,2,0.25,1,1,1,0.5,1,2
702,Dedenne,Electric,Fairy,"['Cheek Pouch', 'Pickup', 'Plus']",67,58,57,81,67,101,431,71.83333333,15.23610478,6,Medium Fast,1000000,1,180,0,0,0,0,1,1,1,0.5,1,1,0.5,2,2,0.5,1,0.5,1,1,0,0.5,1,1
703,Carbink,Rock,Fairy,"['Clear Body', 'Sturdy']",50,50,150,50,150,50,500,83.33333333,47.14045208,6,Slow,1250000,1,60,0,0,0,0,0.5,0.5,2,1,2,1,1,1,2,0.5,1,0.5,1,1,0,0.5,4,1
704,Goomy,Dragon,,"['Gooey', 'Hydration', 'Sap Sipper']",45,50,35,55,75,40,300,50,12.90994449,6,Slow,1250000,0,45,0,0,0,0,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
705,Sliggoo,Dragon,,"['Gooey', 'Hydration', 'Sap Sipper']",68,75,53,83,113,60,452,75.33333333,19.43078886,6,Slow,1250000,0,45,0,0,0,0,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
706,Goodra,Dragon,,"['Gooey', 'Hydration', 'Sap Sipper']",90,100,70,110,150,80,600,100,25.81988897,6,Slow,1250000,1,45,0,0,0,0,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
707,Klefki,Steel,Fairy,"['Magician', 'Prankster']",57,80,91,80,87,75,470,78.33333333,10.85766498,6,Fast,800000,1,75,0,0,0,0,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5
708,Phantump,Ghost,Grass,"['Frisk', 'Harvest', 'Natural Cure']",43,70,48,50,60,38,309,51.5,10.6731751,6,Medium Fast,1000000,0,120,0,0,0,0,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
709,Trevenant,Ghost,Grass,"['Frisk', 'Harvest', 'Natural Cure']",85,110,76,65,82,56,474,79,17.02938637,6,Medium Fast,1000000,1,60,0,0,0,0,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
710,Small Size Pumpkaboo,Ghost,Grass,"['Frisk', 'Insomnia', 'Pickup']",44,66,70,44,55,56,335,55.83333333,9.872802146,6,Medium Fast,1000000,0,120,0,0,0,0,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
710,Average Size Pumpkaboo,Ghost,Grass,"['Frisk', 'Insomnia', 'Pickup']",49,66,70,44,55,51,335,55.83333333,9.263128821,6,Medium Fast,1000000,0,120,0,0,0,0,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
710,Large Size Pumpkaboo,Ghost,Grass,"['Frisk', 'Insomnia', 'Pickup']",54,66,70,44,55,46,335,55.83333333,9.529194906,6,Medium Fast,1000000,0,120,0,0,0,0,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
710,Super Size Pumpkaboo,Ghost,Grass,"['Frisk', 'Insomnia', 'Pickup']",59,66,70,44,55,41,335,55.83333333,10.60529218,6,Medium Fast,1000000,0,120,0,0,0,0,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
711,Small Size Gourgeist,Ghost,Grass,"['Frisk', 'Insomnia', 'Pickup']",55,85,122,58,75,99,494,82.33333333,23.27850702,6,Medium Fast,1000000,0,60,0,0,0,0,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
711,Average Size Gourgeist,Ghost,Grass,"['Frisk', 'Insomnia', 'Pickup']",65,90,122,58,75,84,494,82.33333333,20.74179891,6,Medium Fast,1000000,0,60,0,0,0,0,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
711,Large Size Gourgeist,Ghost,Grass,"['Frisk', 'Insomnia', 'Pickup']",75,95,122,58,75,69,494,82.33333333,20.8619803,6,Medium Fast,1000000,0,60,0,0,0,0,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
711,Super Size Gourgeist,Ghost,Grass,"['Frisk', 'Insomnia', 'Pickup']",85,100,122,58,75,54,494,82.33333333,23.59849336,6,Medium Fast,1000000,0,60,0,0,0,0,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
712,Bergmite,Ice,,"['Ice Body', 'Own Tempo', 'Sturdy']",55,69,85,32,35,28,304,50.66666667,20.98147331,6,Medium Fast,1000000,0,190,0,0,0,0,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
713,Avalugg,Ice,,"['Ice Body', 'Own Tempo', 'Sturdy']",95,117,184,44,46,28,514,85.66666667,53.81036662,6,Medium Fast,1000000,1,55,0,0,0,0,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
714,Noibat,Flying,Dragon,"['Frisk', 'Infiltrator', 'Telepathy']",40,30,35,45,40,55,245,40.83333333,7.861650943,6,Medium Fast,1000000,0,190,0,0,0,0,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2
715,Noivern,Flying,Dragon,"['Frisk', 'Infiltrator', 'Telepathy']",85,70,80,97,80,123,535,89.16666667,17.12129928,6,Medium Fast,1000000,1,45,0,0,0,0,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2
716,Xerneas,Fairy,,['Fairy Aura'],126,131,95,131,98,99,680,113.3333333,16.13140484,6,Slow,1250000,1,45,1,0,0,0,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
717,Yveltal,Dark,Flying,['Dark Aura'],126,131,95,131,98,99,680,113.3333333,16.13140484,6,Slow,1250000,1,45,1,0,0,0,1,1,1,2,0.5,2,1,1,0,1,0,1,2,0.5,1,0.5,1,2
718,Zygarde,Dragon,Ground,['Aura Break'],108,100,121,81,95,95,600,100,12.35583533,6,Slow,1250000,1,3,1,0,0,0,1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2
718,Zygarde 10%,Dragon,Ground,"['Aura Break', 'Power Construct']",54,100,71,61,85,115,486,81,21.45538006,6,Slow,1250000,1,3,1,0,0,0,1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2
718,Zygarde Complete,Dragon,Ground,"['Aura Break', 'Power Construct']",216,100,121,91,95,85,708,118,45.2474677,6,Slow,1250000,1,3,1,0,0,0,1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2
719,Mega Diancie,Rock,Fairy,['Magic Bounce'],50,160,110,160,110,110,700,116.6666667,37.26779962,6,Slow,1250000,1,3,1,1,0,0,0.5,0.5,2,1,2,1,1,1,2,0.5,1,0.5,1,1,0,0.5,4,1
719,Diancie,Rock,Fairy,['Clear Body'],50,100,150,100,150,50,600,100,40.82482905,6,Slow,1250000,1,3,1,0,0,0,0.5,0.5,2,1,2,1,1,1,2,0.5,1,0.5,1,1,0,0.5,4,1
720,Hoopa,Psychic,Ghost,['Magician'],80,110,60,150,130,70,600,100,32.65986324,6,Slow,1250000,1,3,1,0,0,0,0,1,1,1,1,1,0,0.5,1,1,0.5,1,1,4,1,4,1,1
720,Hoopa Unbound,Psychic,Dark,['Magician'],80,160,60,170,130,80,680,113.3333333,42.29525847,6,Slow,1250000,1,3,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,4,1,1,1,1,1,2
721,Volcanion,Fire,Water,['Water Absorb'],80,110,120,130,90,70,600,100,21.60246899,6,Slow,1250000,1,3,1,0,0,0,1,0.25,1,2,1,0.25,1,1,2,1,1,0.5,2,1,1,1,0.25,0.5
722,Rowlet,Grass,Flying,"['Long Reach', 'Overgrow']",68,55,55,50,50,42,320,53.33333333,7.866949147,7,Medium Slow,1059860,0,45,0,0,0,0,1,2,0.5,1,0.25,4,0.5,2,0,2,1,1,2,1,1,1,1,1
723,Dartrix,Grass,Flying,"['Long Reach', 'Overgrow']",78,75,75,70,70,52,420,70,8.544003745,7,Medium Slow,1059860,0,45,0,0,0,0,1,2,0.5,1,0.25,4,0.5,2,0,2,1,1,2,1,1,1,1,1
724,Decidueye,Grass,Ghost,"['Long Reach', 'Overgrow']",78,107,75,100,100,70,530,88.33333333,14.38363267,7,Medium Slow,1059860,1,45,0,0,0,0,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
725,Litten,Fire,,"['Blaze', 'Intimidate']",45,65,40,60,40,70,320,53.33333333,12.13351648,7,Medium Slow,1059860,0,45,0,0,0,0,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
726,Torracat,Fire,,"['Blaze', 'Intimidate']",65,85,50,80,50,90,420,70,16.07275127,7,Medium Slow,1059860,0,45,0,0,0,0,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
727,Incineroar,Fire,Dark,"['Blaze', 'Intimidate']",95,115,90,80,90,60,530,88.33333333,16.49915823,7,Medium Slow,1059860,1,45,0,0,0,0,1,0.5,2,1,0.5,0.5,2,1,2,1,0,1,2,0.5,1,0.5,0.5,1
728,Popplio,Water,,"['Liquid Voice', 'Torrent']",50,54,54,66,56,40,320,53.33333333,7.717224602,7,Medium Slow,1059860,0,45,0,0,0,0,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
729,Brionne,Water,,"['Liquid Voice', 'Torrent']",60,69,69,91,81,50,420,70,13.31665624,7,Medium Slow,1059860,0,45,0,0,0,0,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
730,Primarina,Water,Fairy,"['Liquid Voice', 'Torrent']",80,74,74,126,116,60,530,88.33333333,24.03931964,7,Medium Slow,1059860,1,45,0,0,0,0,1,0.5,0.5,2,2,0.5,0.5,2,1,1,1,0.5,1,1,0,0.5,1,1
731,Pikipek,Normal,Flying,"['Keen Eye', 'Pickup', 'Skill Link']",35,75,30,30,30,65,265,44.16666667,18.57791401,7,Medium Fast,1000000,0,255,0,0,0,0,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
732,Trumbeak,Normal,Flying,"['Keen Eye', 'Pickup', 'Skill Link']",55,85,50,40,50,75,355,59.16666667,15.65691186,7,Medium Fast,1000000,0,120,0,0,0,0,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
733,Toucannon,Normal,Flying,"['Keen Eye', 'Sheer Force', 'Skill Link']",80,120,75,75,75,60,485,80.83333333,18.57791401,7,Medium Fast,1000000,1,45,0,0,0,0,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
734,Yungoos,Normal,,"['Adaptability', 'Stakeout', 'Strong Jaw']",48,70,30,30,30,45,253,42.16666667,14.49616808,7,Medium Fast,1000000,0,255,0,0,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
735,Gumshoos,Normal,,"['Adaptability', 'Stakeout', 'Strong Jaw']",88,110,60,55,60,45,418,69.66666667,22.26107714,7,Medium Fast,1000000,1,127,0,0,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
736,Grubbin,Bug,,['Swarm'],47,62,45,55,45,46,300,50,6.377042157,7,Medium Fast,1000000,0,255,0,0,0,0,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
737,Charjabug,Bug,Electric,['Battery'],57,82,95,55,75,36,400,66.66666667,19.48218559,7,Medium Fast,1000000,0,120,0,0,0,0,1,2,1,0.5,0.5,1,0.5,1,1,1,1,1,2,1,1,1,0.5,1
738,Vikavolt,Bug,Electric,['Levitate'],77,70,90,145,75,43,500,83.33333333,30.98745266,7,Medium Fast,1000000,1,45,0,0,0,0,1,2,1,0.5,0.5,1,0.5,1,1,1,1,1,2,1,1,1,0.5,1
739,Crabrawler,Fighting,,"['Anger Point', 'Hyper Cutter', 'Iron Fist']",47,82,57,42,47,63,338,56.33333333,13.43709625,7,Medium Fast,1000000,0,225,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
740,Crabominable,Fighting,Ice,"['Anger Point', 'Hyper Cutter', 'Iron Fist']",97,132,77,62,67,43,478,79.66666667,28.47025738,7,Medium Fast,1000000,1,60,0,0,0,0,1,2,1,1,1,0.5,2,1,1,2,2,0.5,1,1,1,0.5,2,2
741,Oricorio Baile Style,Fire,Flying,['Dancer'],75,70,70,98,70,93,476,79.33333333,11.65713897,7,Medium Fast,1000000,1,45,0,0,0,0,1,0.5,2,2,0.25,1,0.5,1,0,1,1,0.25,4,1,1,1,0.5,0.5
741,Oricorio Pom-Pom Style,Electric,Flying,['Dancer'],75,70,70,98,70,93,476,79.33333333,11.65713897,7,Medium Fast,1000000,1,45,0,0,0,0,1,1,1,1,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1
741,Oricorio Pa'u Style,Psychic,Flying,['Dancer'],75,70,70,98,70,93,476,79.33333333,11.65713897,7,Medium Fast,1000000,1,45,0,0,0,0,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1
741,Oricorio Sensu Style,Ghost,Flying,['Dancer'],75,70,70,98,70,93,476,79.33333333,11.65713897,7,Medium Fast,1000000,1,45,0,0,0,0,0,1,1,2,0.5,2,0,0.5,0,1,1,0.25,2,2,1,2,1,1
742,Cutiefly,Bug,Fairy,"['Honey Gather', 'Shield Dust', 'Sweet Veil']",40,45,40,55,40,84,304,50.66666667,15.82894676,7,Medium Fast,1000000,0,190,0,0,0,0,1,2,1,1,0.5,1,0.25,2,0.5,2,1,0.5,2,1,0,0.5,2,1
743,Ribombee,Bug,Fairy,"['Honey Gather', 'Shield Dust', 'Sweet Veil']",60,55,60,95,70,124,464,77.33333333,24.64187944,7,Medium Fast,1000000,1,75,0,0,0,0,1,2,1,1,0.5,1,0.25,2,0.5,2,1,0.5,2,1,0,0.5,2,1
744,Rockruff,Rock,,"['Keen Eye', 'Steadfast', 'Vital Spirit']",45,65,40,30,40,60,280,46.66666667,12.13351648,7,Medium Fast,1000000,0,190,0,0,0,0,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
745,Lycanroc,Rock,,"['Keen Eye', 'Sand Rush', 'Steadfast']",75,115,65,55,65,112,487,81.16666667,23.59672765,7,Medium Fast,1000000,0,90,0,0,0,0,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
745,Lycanroc Midnight,Rock,,"['Keen Eye', 'No Guard', 'Vital Spirit']",85,115,75,55,75,82,487,81.16666667,17.89242546,7,Medium Fast,1000000,0,90,0,0,0,0,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
745,Lycanroc Dusk,Rock,,['Tough Claws'],75,117,65,55,65,110,487,81.16666667,23.66725351,7,Medium Fast,1000000,0,90,0,0,0,0,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
746,Wishiwashi,Water,,['Schooling'],45,20,20,25,25,40,175,29.16666667,9.753916592,7,Fast,800000,0,60,0,0,0,0,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
746,Wishiwashi School,Water,,['Schooling'],45,140,130,140,135,30,620,103.3333333,46.87453703,7,Fast,800000,0,60,0,0,0,0,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
747,Mareanie,Poison,Water,"['Limber', 'Merciless', 'Regenerator']",50,53,62,43,52,45,305,50.83333333,6.148622249,7,Medium Fast,1000000,0,190,0,0,0,0,1,0.5,0.5,2,1,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,0.5
748,Toxapex,Poison,Water,"['Limber', 'Merciless', 'Regenerator']",50,63,152,53,142,35,495,82.5,46.42826007,7,Medium Fast,1000000,1,75,0,0,0,0,1,0.5,0.5,2,1,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,0.5
749,Mudbray,Ground,,"['Inner Focus', 'Own Tempo', 'Stamina']",70,100,70,45,55,45,385,64.16666667,19.02118702,7,Medium Fast,1000000,0,190,0,0,0,0,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
750,Mudsdale,Ground,,"['Inner Focus', 'Own Tempo', 'Stamina']",100,125,100,55,85,35,500,83.33333333,30.09245014,7,Medium Fast,1000000,1,60,0,0,0,0,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
751,Dewpider,Water,Bug,"['Water Absorb', 'Water Bubble']",38,40,52,40,72,27,269,44.83333333,14.14704524,7,Medium Fast,1000000,0,200,0,0,0,0,1,1,0.5,2,1,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1
752,Araquanid,Water,Bug,"['Water Absorb', 'Water Bubble']",68,70,92,50,132,42,454,75.66666667,29.78627574,7,Medium Fast,1000000,1,100,0,0,0,0,1,1,0.5,2,1,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1
753,Fomantis,Grass,,"['Contrary', 'Leaf Guard']",40,55,35,50,35,35,250,41.66666667,7.993052539,7,Medium Fast,1000000,0,190,0,0,0,0,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
754,Lurantis,Grass,,"['Contrary', 'Leaf Guard']",70,105,90,80,90,45,480,80,18.92969449,7,Medium Fast,1000000,1,75,0,0,0,0,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
755,Morelull,Grass,Fairy,"['Effect Spore', 'Illuminate', 'Rain Dish']",40,35,55,65,75,15,285,47.5,19.94784867,7,Medium Fast,1000000,0,190,0,0,0,0,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1
756,Shiinotic,Grass,Fairy,"['Effect Spore', 'Illuminate', 'Rain Dish']",60,45,80,90,100,30,405,67.5,24.7907913,7,Medium Fast,1000000,1,75,0,0,0,0,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1
